id,name,displayName,race,bodyType,imagePath,downloadUrl,infoLink,
arete,arete_helf,Arete,helf,bt1,images/Arete_ocr.png,https://f.rpghq.org/AyAfHL5ghnjp.pak?n=Helf_F%20-%20Arete%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
athena (vemp),athena (vemp)_helf,Athena (VEMP),helf,bt1,images/Athena_(VEMP).webp,https://f.rpghq.org/8mjNXAst0Ph5.pak?n=Helf_F%20-%20Athena%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
athena alt (vemp),athena alt (vemp)_helf,Athena Alt (VEMP),helf,bt1,images/Athena_Alt_(VEMP).webp,https://f.rpghq.org/Abf3grQyQpU4.pak?n=Helf_F%20-%20Athena%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
aura,aura_helf,Aura,helf,bt1,images/Aura_ocr.png,https://f.rpghq.org/DqD9HYqGxDyz.pak?n=Helf_F%20-%20Aura%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
aurora (vemp),aurora (vemp)_helf,Aurora (VEMP),helf,bt1,images/Aurora_(VEMP).webp,https://f.rpghq.org/XelAqYZs6Wnr.pak?n=Helf_F%20-%20Aurora%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
aurora alt (vemp),aurora alt (vemp)_helf,Aurora Alt (VEMP),helf,bt1,images/Aurora_Alt_(VEMP).webp,https://f.rpghq.org/hdBVqvDmTlWp.pak?n=Helf_F%20-%20Aurora%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
avelane,avelane_helf,Avelane,helf,bt1,images/Avelane.webp,https://f.rpghq.org/xAWO9iVtPwwU.pak?n=Helf_F%20-%20Avelane%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
bishop,bishop_helf,Bishop,helf,bt1,images/Bishop_meta.png,https://f.rpghq.org/abW5VDrq4Xay.pak?n=Helf_F%20-%20Bishop%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
caitlyn,caitlyn_helf,Caitlyn,helf,bt1,images/Caitlyn_meta.png,https://f.rpghq.org/xNqDr6lWrHdd.pak?n=Helf_F%20-%20Caitlyn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
caroline vampire,caroline vampire_helf,Caroline Vampire,helf,bt1,images/Caroline_Vampire.webp,https://f.rpghq.org/kJGR8EucfNFs.pak?n=Helf_F%20-%20Caroline%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
caroline,caroline_helf,Caroline,helf,bt1,images/Caroline_ocr.png,https://f.rpghq.org/kJGR8EucfNFs.pak?n=Helf_F%20-%20Caroline%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
ceres,ceres_helf,Ceres,helf,bt1,images/Ceres_ocr.png,https://f.rpghq.org/SR2dKzPo0w5Y.pak?n=Helf_F%20-%20Ceres%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
charlotte,charlotte_helf,Charlotte,helf,bt1,images/Charlotte_meta.png,https://f.rpghq.org/2IdXftnfOBeU.pak?n=Helf_F%20-%20Charlotte%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
daenestra (vemp),daenestra (vemp)_helf,Daenestra (VEMP),helf,bt1,images/Daenestra_(VEMP).webp,https://f.rpghq.org/bl6k1beLpzA0.pak?n=Helf_F%20-%20Daenestra%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
daenestra alt (vemp),daenestra alt (vemp)_helf,Daenestra Alt (VEMP),helf,bt1,images/Daenestra_Alt_(VEMP).webp,https://f.rpghq.org/XoiQcTvt9dmC.pak?n=Helf_F%20-%20Daenestra%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
desdemona,desdemona_helf,Desdemona,helf,bt1,images/Desdemona_ocr.png,https://f.rpghq.org/oan6EC4H0SH8.pak?n=Helf_F%20-%20Desdemona%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
doe,doe_helf,Doe,helf,bt1,images/Doe_ocr.png,https://f.rpghq.org/mL1BajFqhluo.pak?n=Helf_F%20-%20Doe%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
elektra (vemp),elektra (vemp)_helf,Elektra (VEMP),helf,bt1,images/Elektra_(VEMP).webp,https://f.rpghq.org/YQ8xgInQxmkS.pak?n=Helf_F%20-%20Elektra%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
esmene,esmene_helf,Esmene,helf,bt1,images/Esmene_ocr.png,https://f.rpghq.org/HBWjXL5H2vci.pak?n=Helf_F%20-%20Esmene%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
fatima,fatima_helf,Fatima,helf,bt1,images/Fatima.webp,https://f.rpghq.org/TIckh9hkp3uJ.pak?n=Helf_F%20-%20Fatima%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
freja,freja_helf,Freja,helf,bt1,images/Freja_ocr.png,https://f.rpghq.org/I7LkwZBO9GGB.pak?n=Helf_F%20-%20Freja%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
freya (vemp),freya (vemp)_helf,Freya (VEMP),helf,bt1,images/Freya_(VEMP).webp,https://f.rpghq.org/WeyqYQOSL9hR.pak?n=Helf_F%20-%20Freya%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
gwen vampire,gwen vampire_helf,Gwen Vampire,helf,bt1,images/Gwen_Vampire.webp,https://f.rpghq.org/7Si5DmCjWWww.pak?n=Helf_F%20-%20Gwen%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
gwen,gwen_helf,Gwen,helf,bt1,images/Gwen.webp,https://f.rpghq.org/7Si5DmCjWWww.pak?n=Helf_F%20-%20Gwen%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
head 01,head 01_helf,Head 01,helf,bt1,images/Head_01.webp,https://f.rpghq.org/ihD6SQt9c8S7.pak?n=Helf_F%20-%20Head%2001%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
head 02,head 02_helf,Head 02,helf,bt1,images/Head_02.webp,https://f.rpghq.org/3kBT4GHybJHt.pak?n=Helf_F%20-%20Head%2002%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
head 03,head 03_helf,Head 03,helf,bt1,images/Head_03.webp,https://f.rpghq.org/5hlOU2lZoMcE.pak?n=Helf_F%20-%20Head%2003%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9479,
idun,idun_helf,Idun,helf,bt1,images/Idun_ocr.png,https://f.rpghq.org/8scMr3T9XFN2.pak?n=Helf_F%20-%20Idun%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
imogen,imogen_helf,Imogen,helf,bt1,images/Imogen_meta.png,https://f.rpghq.org/etKCnKc1o2k2.pak?n=Helf_F%20-%20Imogen%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
itrea,itrea_helf,Itrea,helf,bt1,images/Itrea_ocr.png,https://f.rpghq.org/XzKW6ayKuA5i.pak?n=Helf_F%20-%20Itrea%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
jinx i,jinx i_helf,Jinx I,helf,bt1,images/Jinx_II_meta.png,https://f.rpghq.org/3giHB6OeReLu.pak?n=Helf_F%20-%20Jinx%20I%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
jinx ii,jinx ii_helf,Jinx II,helf,bt1,images/Jinx_II_meta.png,https://f.rpghq.org/3giHB6OeReLu.pak?n=Helf_F%20-%20Jinx%20I%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
kalani,kalani_helf,Kalani,helf,bt1,images/Kalani_ocr.png,https://f.rpghq.org/aqBmWbdGENvD.pak?n=Helf_F%20-%20Kalani%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
koryn,koryn_helf,Koryn,helf,bt1,images/Koryn_ocr.png,https://f.rpghq.org/r7vdPFH3zQJI.pak?n=Helf_F%20-%20Koryn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
krayn vampire,krayn vampire_helf,Krayn Vampire,helf,bt1,images/Krayn_Vampire.webp,https://f.rpghq.org/4vNWxunPmySS.pak?n=Helf_F%20-%20Krayn%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
krayn,krayn_helf,Krayn,helf,bt1,images/Krayn.webp,https://f.rpghq.org/4vNWxunPmySS.pak?n=Helf_F%20-%20Krayn%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
lilith,lilith_helf,Lilith,helf,bt1,images/Lilith_meta.png,https://f.rpghq.org/vTMQ55jKioFa.pak?n=Helf_F%20-%20Lilith%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
liran,liran_helf,Liran,helf,bt1,images/Liran.webp,https://f.rpghq.org/uFwP5K3nv3ko.pak?n=Helf_F%20-%20Liran%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
loreleyah vampire,loreleyah vampire_helf,Loreleyah Vampire,helf,bt1,images/Loreleyah_Vampire.webp,https://f.rpghq.org/wiMqSTUIbHAl.pak?n=Helf_F%20-%20Loreleyah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
loreleyah,loreleyah_helf,Loreleyah,helf,bt1,images/Loreleyah.webp,https://f.rpghq.org/wiMqSTUIbHAl.pak?n=Helf_F%20-%20Loreleyah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
luna,luna_helf,Luna,helf,bt1,images/Luna_ocr.png,https://f.rpghq.org/KpsFsC6RzqJx.pak?n=Helf_F%20-%20Luna%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
lynhe,lynhe_helf,Lynhe,helf,bt1,images/Lynhe_ocr.png,https://f.rpghq.org/jjMdEDFLGNWd.pak?n=Helf_F%20-%20Lynhe%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
manon vampire,manon vampire_helf,Manon Vampire,helf,bt1,images/Manon_Vampire.webp,https://f.rpghq.org/83vWp89KRMwJ.pak?n=Helf_F%20-%20Manon%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
manon,manon_helf,Manon,helf,bt1,images/Manon_ocr.png,https://f.rpghq.org/83vWp89KRMwJ.pak?n=Helf_F%20-%20Manon%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
marjolaine,marjolaine_helf,Marjolaine,helf,bt1,images/Marjolaine_meta.png,https://f.rpghq.org/24b0H7dB87Ov.pak?n=Helf_F%20-%20Marjolaine%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
medea vampire,medea vampire_helf,Medea Vampire,helf,bt1,images/Medea_Vampire.webp,https://f.rpghq.org/XRYGIZORphek.pak?n=Helf_F%20-%20Medea%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
medea,medea_helf,Medea,helf,bt1,images/Medea_ocr.png,https://f.rpghq.org/XRYGIZORphek.pak?n=Helf_F%20-%20Medea%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
mel,mel_helf,Mel,helf,bt1,images/Mel_meta.png,https://f.rpghq.org/giRvbzmMx6Kc.pak?n=Helf_F%20-%20Mel%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
meri,meri_helf,Meri,helf,bt1,images/Meri_meta.png,https://f.rpghq.org/bcyV41ikdx9C.pak?n=Helf_F%20-%20Meri%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
minerva (vemp),minerva (vemp)_helf,Minerva (VEMP),helf,bt1,images/Minerva_(VEMP).webp,https://f.rpghq.org/ILWgFySAqju5.pak?n=Helf_F%20-%20Minerva%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
minerva alt (vemp),minerva alt (vemp)_helf,Minerva Alt (VEMP),helf,bt1,images/Minerva_Alt_(VEMP).webp,https://f.rpghq.org/IkWEHDGBJu9s.pak?n=Helf_F%20-%20Minerva%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
minthy (vemp),minthy (vemp)_helf,Minthy (VEMP),helf,bt1,images/Minthy_(VEMP).webp,https://f.rpghq.org/yLi9hyxMbkNe.pak?n=Helf_F%20-%20Minthy%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
moka,moka_helf,Moka,helf,bt1,images/Moka.webp,https://f.rpghq.org/It9DscGOdVNr.pak?n=Helf_F%20-%20Moka%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
nehiri,nehiri_helf,Nehiri,helf,bt1,images/Nehiri_meta.png,https://f.rpghq.org/JU1j6oYMrwNn.pak?n=Helf_F%20-%20Nehiri%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
nessa,nessa_helf,Nessa,helf,bt1,images/AFP_Jaenessa.webp,https://f.rpghq.org/7XWHhUr0xp69.pak?n=Helf_F%20-%20AFP%20Jaenessa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
olivia,olivia_helf,Olivia,helf,bt1,images/Olivia.webp,https://f.rpghq.org/QjeyCp3swJsg.pak?n=Helf_F%20-%20Olivia%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
onhee's preset 3 alexa with fangs,onhee's preset 3 alexa with fangs_helf,Onhee's Preset 3 Alexa With Fangs,helf,bt1,images/Onhee's_Preset_3_Alexa_With_Fangs.webp,https://f.rpghq.org/JEYgDJnHVO9y.pak?n=Helf_F%20-%20Onhee's%20Preset%203%20Alexa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/8495,
onhee's preset 3 alexa,onhee's preset 3 alexa_helf,Onhee's Preset 3 Alexa,helf,bt1,images/Onhee's_Preset_3_Alexa.webp,https://f.rpghq.org/JEYgDJnHVO9y.pak?n=Helf_F%20-%20Onhee's%20Preset%203%20Alexa%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/8495,
orwena,orwena_helf,Orwena,helf,bt1,images/Orwena_ocr.png,https://f.rpghq.org/lGz591hXGffl.pak?n=Helf_F%20-%20Orwena%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
percie,percie_helf,Percie,helf,bt1,images/Percie_meta.png,https://f.rpghq.org/Lgf0M176ziKg.pak?n=Helf_F%20-%20Percie%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
powder,powder_helf,Powder,helf,bt1,images/Powder_meta.png,https://f.rpghq.org/Gi4AvxUmdDZy.pak?n=Helf_F%20-%20Powder%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
ranna vampire,ranna vampire_helf,Ranna Vampire,helf,bt1,images/Ranna_Vampire.webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Ranna%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
ranna,ranna_helf,Ranna,helf,bt1,images/Ranna.webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Ranna%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
rina,rina_helf,Rina,helf,bt1,images/Rina_meta.png,https://f.rpghq.org/8vSbr9zElaoF.pak?n=Helf_F%20-%20Rina%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
rosame,rosame_helf,Rosame,helf,bt1,images/Rosame_ocr.png,https://f.rpghq.org/mW6vLM2FW4Rr.pak?n=Helf_F%20-%20Rosame%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
serah vampire,serah vampire_helf,Serah Vampire,helf,bt1,images/Serah_Vampire.webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Serah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
serah,serah_helf,Serah,helf,bt1,images/Serah_ocr.png,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Serah%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
shart (vemp),shart (vemp)_helf,Shart (VEMP),helf,bt1,images/Shart_(VEMP).webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Shart%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
shart alt (vemp),shart alt (vemp)_helf,Shart Alt (VEMP),helf,bt1,images/Shart_Alt_(VEMP).webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Shart%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
solene,solene_helf,Solene,helf,bt1,images/Solene_meta.png,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Solene%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
sylphin,sylphin_helf,Sylphin,helf,bt1,images/Sylphin.webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Sylphin%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
sylva (vemp),sylva (vemp)_helf,Sylva (VEMP),helf,bt1,images/Sylva_(VEMP).webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Sylva%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
sylva alt (vemp),sylva alt (vemp)_helf,Sylva Alt (VEMP),helf,bt1,images/Sylva_Alt_(VEMP).webp,https://f.rpghq.org/kNsBlNfwqkax.pak?n=Helf_F%20-%20Sylva%20Alt%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
tabris,tabris_helf,Tabris,helf,bt1,images/Tabris.webp,https://f.rpghq.org/u7e7jLyazonR.pak?n=Helf_F%20-%20Tabris%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
teris vampire,teris vampire_helf,Teris Vampire,helf,bt1,images/Teris_Vampire.webp,https://f.rpghq.org/I8FSEcJV2WnT.pak?n=Helf_F%20-%20Teris%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
teris,teris_helf,Teris,helf,bt1,images/Teris.webp,https://f.rpghq.org/I8FSEcJV2WnT.pak?n=Helf_F%20-%20Teris%20%5BTCoF%5D%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6635,
themia's sister (elf),themia's sister (elf)_helf,Themia's Sister (ELF),helf,bt1,images/Themia's_Sister_(ELF).webp,https://f.rpghq.org/StYcnU4Arv1L.pak?n=Helf_F%20-%20Themia's%20Sister%20(ELF)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/1965,
themia's sister (hel),themia's sister (hel)_helf,Themia's Sister (HEL),helf,bt1,images/Themia's_Sister_(HEL).webp,https://f.rpghq.org/BZtTwD2rsP3S.pak?n=Helf_F%20-%20Themia's%20Sister%20(HEL)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/1965,
velvet,velvet_helf,Velvet,helf,bt1,images/Velvet_meta.png,https://f.rpghq.org/5GR7RleEzfoP.pak?n=Helf_F%20-%20Velvet%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
verity,verity_helf,Verity,helf,bt1,images/Verity_meta.png,https://f.rpghq.org/ATsMNnZFhrkG.pak?n=Helf_F%20-%20Verity%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/9987,
vi,vi_helf,Vi,helf,bt1,images/Olivia.webp,https://f.rpghq.org/OltCbM5oJgZa.pak?n=Helf_F%20-%20Violet's%20Preset%201%20Aurora%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/13377,
zafira scars,zafira scars_helf,Zafira Scars,helf,bt1,images/Zafira_Scars_ocr.png,https://f.rpghq.org/FtLNkFiEu6ED.pak?n=Helf_F%20-%20Zafira%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
zafira,zafira_helf,Zafira,helf,bt1,images/Zafira_ocr.png,https://f.rpghq.org/FtLNkFiEu6ED.pak?n=Helf_F%20-%20Zafira%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
- ares -,- ares -_helf,- Ares -,helf,bt2,images/__Ares___meta.png,https://f.rpghq.org/Dh0OyVCppB8S.pak?n=Helf_M%20-%20-%20Ares%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
- corus -,- corus -_helf,- Corus -,helf,bt2,images/__Corus___meta.png,https://f.rpghq.org/inab2dLhBmge.pak?n=Helf_M%20-%20-%20Corus%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
- deimos -,- deimos -_helf,- Deimos -,helf,bt2,images/__Deimos___meta.png,https://f.rpghq.org/nXzHD4qmnvSY.pak?n=Helf_M%20-%20-%20Deimos%20-%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5989,
adrian,adrian_helf,Adrian,helf,bt2,images/Adrian_meta.png,https://f.rpghq.org/tdQPqIQkNh13.pak?n=Helf_M%20-%20Adrian%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
almoran,almoran_helf,Almoran,helf,bt2,images/Almoran_ocr.png,https://f.rpghq.org/Yc0bRGuSgSEc.pak?n=Helf_M%20-%20Almoran%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
arian,arian_helf,Arian,helf,bt2,images/Arian_meta.png,https://f.rpghq.org/YEdh0MWkVPXT.pak?n=Helf_M%20-%20Arian%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
asmir,asmir_helf,Asmir,helf,bt2,images/Asmir_meta.png,https://f.rpghq.org/ypRxePBMfp7g.pak?n=Helf_M%20-%20Asmir%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
ayas,ayas_helf,Ayas,helf,bt2,images/Ayas_meta.png,https://f.rpghq.org/Zigzb3xQ8625.pak?n=Helf_M%20-%20Ayas%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
berron,berron_helf,Berron,helf,bt2,images/Berron_meta.png,https://f.rpghq.org/Awhtd0jrWeAb.pak?n=Helf_M%20-%20Berron%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5194,
birn,birn_helf,Birn,helf,bt2,images/Birn_meta.png,https://f.rpghq.org/MYnAVPlAIROp.pak?n=Helf_M%20-%20Birn%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
blake,blake_helf,Blake,helf,bt2,images/Blake_ocr.png,https://f.rpghq.org/xtIM8odvSsRb.pak?n=Helf_M%20-%20Blake%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
candy,candy_helf,Candy,helf,bt2,images/Candy_ocr.png,https://f.rpghq.org/RSkKkKGPNcjr.pak?n=Helf_M%20-%20Candy%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
chris,chris_helf,Chris,helf,bt2,images/Chris_meta.png,https://f.rpghq.org/IteymN1XCdH6.pak?n=Helf_M%20-%20Chris%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
cinamon,cinamon_helf,Cinamon,helf,bt2,images/Cinamon_meta.png,https://f.rpghq.org/v6bEoA9Sw7z6.pak?n=Helf_M%20-%20Cinamon%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
coda,coda_helf,Coda,helf,bt2,images/Coda.webp,https://f.rpghq.org/ylEWDUK2aidt.pak?n=Helf_M%20-%20Coda%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
corey,corey_helf,Corey,helf,bt2,images/Corey_meta.png,https://f.rpghq.org/dOUmgF1y1isf.pak?n=Helf_M%20-%20Corey%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
cronin,cronin_helf,Cronin,helf,bt2,images/Cronin_ocr.png,https://f.rpghq.org/22HvpC1Mr5CD.pak?n=Helf_M%20-%20Cronin%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/6152,
crow,crow_helf,Crow,helf,bt2,images/Crow_ocr.png,https://f.rpghq.org/y1YztTwtEMiq.pak?n=Helf_M%20-%20Crow%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
dante,dante_helf,Dante,helf,bt2,images/Dante_meta.png,https://f.rpghq.org/zE25sHDCbTaH.pak?n=Helf_M%20-%20Dante%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/5357,
domi,domi_helf,Domi,helf,bt2,images/Domi_meta.png,https://f.rpghq.org/iE2DLR2Bassr.pak?n=Helf_M%20-%20Domi%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
eden,eden_helf,Eden,helf,bt2,images/Eden.webp,https://f.rpghq.org/EysGzlk0b87v.pak?n=Helf_M%20-%20Eden%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7370,
ezekiel,ezekiel_helf,Ezekiel,helf,bt2,images/Ezekiel_ocr.png,https://f.rpghq.org/9u3GuzFtZiBz.pak?n=Helf_M%20-%20Ezekiel%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
gaskarth (vemp),gaskarth (vemp)_helf,Gaskarth (VEMP),helf,bt2,images/Gaskarth_(VEMP).webp,https://f.rpghq.org/3pBI5FVMPTmc.pak?n=Helf_M%20-%20Gaskarth%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
ines,ines_helf,Ines,helf,bt2,images/Ines_meta.png,https://f.rpghq.org/04SOTJkHvGis.pak?n=Helf_M%20-%20Ines%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/4161,
julian,julian_helf,Julian,helf,bt2,images/Julian_ocr.png,https://f.rpghq.org/zSl4HvajHYNf.pak?n=Helf_M%20-%20Julian%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/7812,
kael (vemp),kael (vemp)_helf,Kael (VEMP),helf,bt2,images/Kael_(VEMP).webp,https://f.rpghq.org/Rb7irIxcSzfn.pak?n=Helf_M%20-%20Kael%20(VEMP)%20%5BDONE%5D.pak,https://www.nexusmods.com/baldursgate3/mods/2226,
